artifact_path,roof,tier,level,design,condition,model,seed,solved,score,golden,llm_calls,wall_seconds,has_decomposition,verilog_files
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fft_16pt_iterative/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C1,o4-mini,42,False,0/0,,5,238.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fft_16pt_iterative/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C1,o4-mini,456,False,7/33,,5,232.8,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fft_16pt_iterative/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C1,o4-mini,789,False,0/0,,5,218.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fft_16pt_iterative/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,claude-opus-4-6,1024,False,0/0,,30,11.3,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fft_16pt_iterative/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,claude-opus-4-6,123,False,0/0,,30,12.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fft_16pt_iterative/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,claude-opus-4-6,42,False,0/0,,30,13.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fft_16pt_iterative/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,claude-opus-4-6,456,False,0/0,,30,12.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fft_16pt_iterative/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,claude-opus-4-6,789,False,0/0,,30,11.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fft_16pt_iterative/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,gpt-5.5,123,True,33/33,,3,424.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fft_16pt_iterative/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,gpt-5.5,42,True,33/33,,1,108.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fft_16pt_iterative/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,gpt-5.5,456,True,33/33,,2,267.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fft_16pt_iterative/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,o4-mini,1024,False,7/33,,30,1449.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fft_16pt_iterative/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,o4-mini,123,True,33/33,,15,809.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fft_16pt_iterative/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,o4-mini,42,False,7/33,,30,1148.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fft_16pt_iterative/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,o4-mini,456,False,7/33,,30,1075.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fft_16pt_iterative/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C2,o4-mini,789,False,7/33,,30,1126.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fft_16pt_iterative/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,claude-opus-4-6,1024,,,,,1.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fft_16pt_iterative/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,claude-opus-4-6,123,,,,,1.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fft_16pt_iterative/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,claude-opus-4-6,42,,,,,1.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fft_16pt_iterative/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,claude-opus-4-6,456,,,,,1.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fft_16pt_iterative/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,claude-opus-4-6,789,,,,,1.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-5.5/fft_16pt_iterative/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,gpt-5.5,123,True,33/33,0/1,11,365.4,True,5
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-5.5/fft_16pt_iterative/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,gpt-5.5,42,True,33/33,0/1,11,263.8,True,6
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-5.5/fft_16pt_iterative/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,gpt-5.5,456,True,33/33,0/1,12,416.3,True,6
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fft_16pt_iterative/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,o4-mini,1024,False,0/33,0/1,28,659.0,True,6
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fft_16pt_iterative/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,o4-mini,123,False,2/33,0/1,28,543.3,True,4
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fft_16pt_iterative/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,o4-mini,42,False,12/33,0/1,28,839.4,True,7
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fft_16pt_iterative/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,o4-mini,456,False,4/33,0/1,28,618.0,True,4
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fft_16pt_iterative/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4,o4-mini,789,False,7/33,0/1,28,713.0,True,4
artifacts/raw_runs/baseline_and_method_sweeps/fft_16pt_iterative/C4i/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4i,gpt-5.5,42,False,,,29,1328.1,True,5
artifacts/raw_runs/baseline_and_method_sweeps/fft_16pt_iterative/C4tl/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4tl,gpt-5.5,1024,True,33/33,,7,316.2,True,6
artifacts/raw_runs/baseline_and_method_sweeps/fft_16pt_iterative/C4tl/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4tl,gpt-5.5,123,True,33/33,,6,384.7,True,5
artifacts/raw_runs/baseline_and_method_sweeps/fft_16pt_iterative/C4tl/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4tl,gpt-5.5,42,True,33/33,,5,238.7,True,7
artifacts/raw_runs/baseline_and_method_sweeps/fft_16pt_iterative/C4tl/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4tl,gpt-5.5,456,True,33/33,,5,242.5,True,5
artifacts/raw_runs/baseline_and_method_sweeps/fft_16pt_iterative/C4tl/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_16pt_iterative,C4tl,gpt-5.5,789,True,33/33,,7,341.1,True,5
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fft_streaming_64pt/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,gpt-4o,123,False,0/128,0/128,5,67.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fft_streaming_64pt/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,gpt-4o,42,False,0/1,0/1,5,58.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fft_streaming_64pt/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,gpt-4o,456,False,0/1,0/1,5,51.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fft_streaming_64pt/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,gpt-5.5,123,False,0/0,,5,638.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fft_streaming_64pt/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,gpt-5.5,42,False,0/1,0/1,5,600.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fft_streaming_64pt/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,gpt-5.5,456,False,0/1,0/1,5,579.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fft_streaming_64pt/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,o4-mini,123,False,0/0,,5,214.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fft_streaming_64pt/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,o4-mini,42,False,0/0,,5,227.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fft_streaming_64pt/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C1,o4-mini,456,False,0/0,,5,219.3,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fft_streaming_64pt/C2g/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C2g,gpt-5.5,42,True,128/128,128/128,7,625.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4i/gpt-5.5/fft_streaming_64pt/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C4i,gpt-5.5,42,True,1/1,0/1,6,317.8,True,6
artifacts/raw_runs/baseline_and_method_sweeps/C4tl/gpt-5.5/fft_streaming_64pt/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fft_streaming_64pt,C4tl,gpt-5.5,42,True,1/1,0/1,6,443.6,True,6
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,claude-opus-4-6,1024,False,0/0,,5,2.9,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,claude-opus-4-6,123,False,0/0,,5,1.8,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,claude-opus-4-6,42,False,0/0,,5,2.8,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,claude-opus-4-6,456,False,0/0,,5,1.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,claude-opus-4-6,789,False,0/0,,5,2.9,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,gpt-4o,123,False,11/36,,5,44.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,gpt-4o,42,False,15/36,,5,45.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,gpt-4o,456,False,23/36,,5,102.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,gpt-5.5,1024,False,34/36,,5,924.1,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,gpt-5.5,123,False,34/36,,5,524.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,gpt-5.5,42,False,34/36,,5,525.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,gpt-5.5,456,False,34/36,,5,537.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,gpt-5.5,789,False,35/36,,5,3056.9,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,o4-mini,1024,False,0/0,,5,148.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,o4-mini,123,False,5/36,,5,269.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,o4-mini,42,False,0/0,,5,277.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,o4-mini,456,False,0/0,,5,277.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C1,o4-mini,789,False,0/0,,5,181.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,claude-opus-4-6,1024,False,0/0,,30,11.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,claude-opus-4-6,123,False,0/0,,30,13.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,claude-opus-4-6,42,False,0/0,,30,12.3,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,claude-opus-4-6,456,False,0/0,,30,13.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,claude-opus-4-6,789,False,0/0,,30,11.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,gpt-5.5,1024,False,35/36,,30,2521.3,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,gpt-5.5,123,False,35/36,,30,3261.1,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,gpt-5.5,42,True,36/36,,18,1980.8,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,gpt-5.5,456,False,35/36,,30,3400.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,gpt-5.5,789,False,35/36,,30,2769.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,o4-mini,1024,False,29/36,,30,1139.9,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,o4-mini,123,False,0/0,,30,896.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,o4-mini,42,False,29/36,,30,1090.3,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,o4-mini,456,False,3/36,,30,1046.9,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C2,o4-mini,789,False,33/36,,30,991.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,claude-opus-4-6,1024,,,,,1.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,claude-opus-4-6,123,,,,,1.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,claude-opus-4-6,42,,,,,1.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,claude-opus-4-6,456,,,,,1.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-4o/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,claude-opus-4-6,789,,,,,1.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-5.5/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,gpt-5.5,1024,False,10/36,,23,1875.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-5.5/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,gpt-5.5,123,False,12/36,,24,1736.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-5.5/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,gpt-5.5,42,False,11/36,,21,1406.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-5.5/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,gpt-5.5,456,False,15/36,,18,1016.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/gpt-5.5/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,gpt-5.5,789,False,12/36,,24,1678.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fp_adder/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,o4-mini,1024,False,6/36,,25,543.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fp_adder/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,o4-mini,123,False,20/36,,21,363.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fp_adder/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,o4-mini,42,False,21/36,,26,523.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fp_adder/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,o4-mini,456,False,9/36,,25,547.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4/o4-mini/fp_adder/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4,o4-mini,789,False,0/36,,29,1142.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/fp_adder/C4i/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4i,gpt-5.5,123,True,36/36,,4,269.8,True,4
artifacts/raw_runs/baseline_and_method_sweeps/fp_adder/C4i/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4i,gpt-5.5,42,True,36/36,,6,551.8,True,5
artifacts/raw_runs/baseline_and_method_sweeps/fp_adder/C4i/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder,C4i,gpt-5.5,456,True,36/36,,6,361.4,True,6
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder_pipeline/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,claude-opus-4-6,1024,False,0/0,,5,2.8,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder_pipeline/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,claude-opus-4-6,123,False,0/0,,5,2.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder_pipeline/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,claude-opus-4-6,42,False,0/0,,5,2.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder_pipeline/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,claude-opus-4-6,456,False,0/0,,5,2.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/opus-4-6/fp_adder_pipeline/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,claude-opus-4-6,789,False,0/0,,5,2.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fp_adder_pipeline/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,gpt-4o,123,False,4/23,,5,155.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fp_adder_pipeline/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,gpt-4o,42,False,0/0,,5,179.9,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/fp_adder_pipeline/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,gpt-4o,456,False,14/23,,5,118.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fp_adder_pipeline/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,gpt-5.5,123,True,23/23,,5,562.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fp_adder_pipeline/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,gpt-5.5,42,True,23/23,,5,549.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/fp_adder_pipeline/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,gpt-5.5,456,True,23/23,,5,653.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder_pipeline/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,o4-mini,1024,False,0/0,,5,213.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder_pipeline/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,o4-mini,123,False,0/0,,5,194.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder_pipeline/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,o4-mini,42,False,0/0,,5,231.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder_pipeline/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,o4-mini,456,False,0/0,,5,231.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/fp_adder_pipeline/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C1,o4-mini,789,False,4/23,,5,185.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder_pipeline/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,claude-opus-4-6,1024,False,0/0,,30,12.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder_pipeline/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,claude-opus-4-6,123,False,0/0,,30,11.3,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder_pipeline/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,claude-opus-4-6,42,False,0/0,,30,13.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder_pipeline/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,claude-opus-4-6,456,False,0/0,,30,11.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/opus-4-6/fp_adder_pipeline/789/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,claude-opus-4-6,789,False,0/0,,30,12.3,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fp_adder_pipeline/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,gpt-5.5,123,True,23/23,,1,185.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fp_adder_pipeline/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,gpt-5.5,42,True,23/23,,1,194.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/fp_adder_pipeline/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,gpt-5.5,456,True,23/23,,1,162.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fp_adder_pipeline/1024/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,o4-mini,1024,False,0/0,,30,1116.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fp_adder_pipeline/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,o4-mini,123,False,0/0,,30,1109.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/o4-mini/fp_adder_pipeline/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,fp_adder_pipeline,C2,o4-mini,42,False,12/23,,30,1221.9,False,0
